"","geo_code","time","CAGR","IndName","Direction","IndWeight","Agg_KC","Agg_NC","Agg_OBJ","X","X.1","X.2","X.3","X.4","CAGRcorrdir","meannc","meankc","meanobj"
"96","EU27_2020",2017,-4.04707100921437,"4.1.a.6   CRF4",1,1,"Mitigation","ClimChgMitAdapt","Climate",NA,NA,NA,NA,NA,-4.04707100921437,0.130133166866412,-1.68887522386139,0.130133166866412
"97","EU27_2020",2017,2.06041602175708,"4.1.b.2   C1111",1,1,"Adaptation","ClimChgMitAdapt","Climate",NA,NA,NA,NA,NA,2.06041602175708,0.130133166866412,1.03963736223031,0.130133166866412
"98","EU27_2020",2017,0.0752650832197554,"4.1.b.2   C1112",1,1,"Adaptation","ClimChgMitAdapt","Climate",NA,NA,NA,NA,NA,0.0752650832197554,0.130133166866412,1.03963736223031,0.130133166866412
"99","EU27_2020",2017,1.98319365800124,"4.1.b.2   C1500",1,1,"Adaptation","ClimChgMitAdapt","Climate",NA,NA,NA,NA,NA,1.98319365800124,0.130133166866412,1.03963736223031,0.130133166866412
"100","EU27_2020",2017,-0.0396746859431807,"4.1.b.3   PC",-1,1,"Adaptation","ClimChgMitAdapt","Climate",NA,NA,NA,NA,NA,0.0396746859431807,0.130133166866412,1.03963736223031,0.130133166866412
"101","EU27_2020",2017,-0.450405786680041,"5.1.a.2   A01",1,1,"BioeconinEcon","FosterEconDev","Competitiveness",NA,NA,NA,NA,NA,-0.450405786680041,1.87861320171414,1.63020406481781,1.51634566099229
"102","EU27_2020",2017,-0.0259116509640944,"5.1.a.2   A02",1,1,"BioeconinEcon","FosterEconDev","Competitiveness",NA,NA,NA,NA,NA,-0.0259116509640944,1.87861320171414,1.63020406481781,1.51634566099229
"103","EU27_2020",2017,0.591331617547119,"5.1.a.2   A03",1,1,"BioeconinEcon","FosterEconDev","Competitiveness",NA,NA,NA,NA,NA,0.591331617547119,1.87861320171414,1.63020406481781,1.51634566099229
"104","EU27_2020",2017,0.565025507094941,"5.1.a.2   bC13",1,1,"BioeconinEcon","FosterEconDev","Competitiveness",NA,NA,NA,NA,NA,0.565025507094941,1.87861320171414,1.63020406481781,1.51634566099229
"105","EU27_2020",2017,-3.02150391433083,"5.1.a.2   bC14",1,1,"BioeconinEcon","FosterEconDev","Competitiveness",NA,NA,NA,NA,NA,-3.02150391433083,1.87861320171414,1.63020406481781,1.51634566099229
"106","EU27_2020",2017,0.427420373303256,"5.1.a.2   bC15",1,1,"BioeconinEcon","FosterEconDev","Competitiveness",NA,NA,NA,NA,NA,0.427420373303256,1.87861320171414,1.63020406481781,1.51634566099229
"107","EU27_2020",2017,-0.0526059106015997,"5.1.a.2   bC16",1,1,"BioeconinEcon","FosterEconDev","Competitiveness",NA,NA,NA,NA,NA,-0.0526059106015997,1.87861320171414,1.63020406481781,1.51634566099229
"108","EU27_2020",2017,0.27643121047678,"5.1.a.2   bC17",1,1,"BioeconinEcon","FosterEconDev","Competitiveness",NA,NA,NA,NA,NA,0.27643121047678,1.87861320171414,1.63020406481781,1.51634566099229
"109","EU27_2020",2017,0.43364777550281,"5.1.a.2   bC21",1,1,"BioeconinEcon","FosterEconDev","Competitiveness",NA,NA,NA,NA,NA,0.43364777550281,1.87861320171414,1.63020406481781,1.51634566099229
"110","EU27_2020",2017,0.425016265256994,"5.1.a.2   bC22",1,1,"BioeconinEcon","FosterEconDev","Competitiveness",NA,NA,NA,NA,NA,0.425016265256994,1.87861320171414,1.63020406481781,1.51634566099229
"111","EU27_2020",2017,0.305445682189243,"5.1.a.2   bC31",1,1,"BioeconinEcon","FosterEconDev","Competitiveness",NA,NA,NA,NA,NA,0.305445682189243,1.87861320171414,1.63020406481781,1.51634566099229
"112","EU27_2020",2017,3.03778380498401,"5.1.a.2   bchem",1,1,"BioeconinEcon","FosterEconDev","Competitiveness",NA,NA,NA,NA,NA,3.03778380498401,1.87861320171414,1.63020406481781,1.51634566099229
"113","EU27_2020",2017,0.264608767572705,"5.1.a.2   bD3511",1,1,"BioeconinEcon","FosterEconDev","Competitiveness",NA,NA,NA,NA,NA,0.264608767572705,1.87861320171414,1.63020406481781,1.51634566099229
"114","EU27_2020",2017,4.51270845393974,"5.1.a.2   Biod",1,1,"BioeconinEcon","FosterEconDev","Competitiveness",NA,NA,NA,NA,NA,4.51270845393974,1.87861320171414,1.63020406481781,1.51634566099229
"115","EU27_2020",2017,2.69721758311767,"5.1.a.2   Bioeth",1,1,"BioeconinEcon","FosterEconDev","Competitiveness",NA,NA,NA,NA,NA,2.69721758311767,1.87861320171414,1.63020406481781,1.51634566099229
"116","EU27_2020",2017,0.243513912926252,"5.1.a.2   C10",1,1,"BioeconinEcon","FosterEconDev","Competitiveness",NA,NA,NA,NA,NA,0.243513912926252,1.87861320171414,1.63020406481781,1.51634566099229
"117","EU27_2020",2017,1.8627142568209,"5.1.a.2   C11",1,1,"BioeconinEcon","FosterEconDev","Competitiveness",NA,NA,NA,NA,NA,1.8627142568209,1.87861320171414,1.63020406481781,1.51634566099229
"118","EU27_2020",2017,-1.72545732980176,"5.1.a.2   C12",1,1,"BioeconinEcon","FosterEconDev","Competitiveness",NA,NA,NA,NA,NA,-1.72545732980176,1.87861320171414,1.63020406481781,1.51634566099229
"119","EU27_2020",2017,4.25987758819957,"5.1.a.5   A01",1,1,"BioeconinEcon","FosterEconDev","Competitiveness",NA,NA,NA,NA,NA,4.25987758819957,1.87861320171414,1.63020406481781,1.51634566099229
"120","EU27_2020",2017,2.56612397280001,"5.1.a.5   A02",1,1,"BioeconinEcon","FosterEconDev","Competitiveness",NA,NA,NA,NA,NA,2.56612397280001,1.87861320171414,1.63020406481781,1.51634566099229
